# logγ2                                             	logu
#       -4.00	    -3.00	    -2.00	    -1.00	    0.00	    1.00	    2.00     	3.00	    4.00
-8.00	5.528E+00	4.259E+00	3.002E+00	1.806E+00	8.424E-01	3.035E-01	9.801E-02	3.107E-02	9.826E-03
-7.80	5.528E+00	4.259E+00	3.002E+00	1.806E+00	8.425E-01	3.035E-01	9.802E-02	3.107E-02	9.827E-03
-7.60	5.528E+00	4.259E+00	3.002E+00	1.806E+00	8.425E-01	3.035E-01	9.803E-02	3.107E-02	9.828E-03
-7.40	5.528E+00	4.259E+00	3.002E+00	1.807E+00	8.426E-01	3.035E-01	9.804E-02	3.108E-02	9.830E-03
-7.20	5.528E+00	4.259E+00	3.002E+00	1.807E+00	8.426E-01	3.036E-01	9.806E-02	3.108E-02	9.831E-03
-7.00	5.528E+00	4.259E+00	3.002E+00	1.807E+00	8.427E-01	3.036E-01	9.808E-02	3.109E-02	9.834E-03
-6.80	5.528E+00	4.259E+00	3.002E+00	1.807E+00	8.428E-01	3.037E-01	9.810E-02	3.110E-02	9.836E-03
-6.60	5.528E+00	4.259E+00	3.002E+00	1.807E+00	8.429E-01	3.038E-01	9.814E-02	3.111E-02	9.840E-03
-6.40	5.528E+00	4.259E+00	3.002E+00	1.807E+00	8.431E-01	3.039E-01	9.818E-02	3.112E-02	9.845E-03
-6.20	5.528E+00	4.260E+00	3.002E+00	1.807E+00	8.433E-01	3.040E-01	9.823E-02	3.114E-02	9.850E-03
-6.00	5.528E+00	4.260E+00	3.002E+00	1.807E+00	8.436E-01	3.042E-01	9.829E-02	3.116E-02	9.857E-03
-5.80	5.528E+00	4.260E+00	3.002E+00	1.808E+00	8.439E-01	3.044E-01	9.838E-02	3.119E-02	9.866E-03
-5.60	5.528E+00	4.260E+00	3.002E+00	1.808E+00	8.443E-01	3.046E-01	9.848E-02	3.122E-02	9.877E-03
-5.40	5.528E+00	4.260E+00	3.002E+00	1.808E+00	8.449E-01	3.050E-01	9.861E-02	3.127E-02	9.892E-03
-5.20	5.528E+00	4.260E+00	3.003E+00	1.809E+00	8.455E-01	3.054E-01	9.877E-02	3.132E-02	9.909E-03
-5.00	5.528E+00	4.260E+00	3.003E+00	1.810E+00	8.464E-01	3.059E-01	9.898E-02	3.139E-02	9.932E-03
-4.80	5.528E+00	4.260E+00	3.003E+00	1.810E+00	8.474E-01	3.066E-01	9.924E-02	3.148E-02	9.960E-03
-4.60	5.528E+00	4.260E+00	3.004E+00	1.812E+00	8.487E-01	3.074E-01	9.957E-02	3.159E-02	9.996E-03
-4.40	5.528E+00	4.260E+00	3.004E+00	1.813E+00	8.504E-01	3.084E-01	9.999E-02	3.173E-02	1.004E-02
-4.20	5.528E+00	4.260E+00	3.005E+00	1.815E+00	8.525E-01	3.098E-01	1.005E-01	3.191E-02	1.010E-02
-4.00	5.527E+00	4.260E+00	3.006E+00	1.817E+00	8.552E-01	3.114E-01	1.012E-01	3.214E-02	1.017E-02
-3.80	5.527E+00	4.260E+00	3.007E+00	1.819E+00	8.586E-01	3.136E-01	1.020E-01	3.242E-02	1.026E-02
-3.60	5.527E+00	4.260E+00	3.008E+00	1.823E+00	8.628E-01	3.163E-01	1.031E-01	3.279E-02	1.038E-02
-3.40	5.527E+00	4.260E+00	3.010E+00	1.827E+00	8.682E-01	3.197E-01	1.045E-01	3.325E-02	1.053E-02
-3.20	5.526E+00	4.260E+00	3.011E+00	1.832E+00	8.750E-01	3.240E-01	1.062E-01	3.384E-02	1.072E-02
-3.00	5.525E+00	4.259E+00	3.013E+00	1.838E+00	8.835E-01	3.296E-01	1.084E-01	3.460E-02	1.097E-02
-2.80	5.523E+00	4.258E+00	3.015E+00	1.846E+00	8.944E-01	3.367E-01	1.113E-01	3.558E-02	1.128E-02
-2.60	5.520E+00	4.257E+00	3.016E+00	1.855E+00	9.079E-01	3.457E-01	1.150E-01	3.684E-02	1.169E-02
-2.40	5.516E+00	4.254E+00	3.018E+00	1.865E+00	9.250E-01	3.573E-01	1.198E-01	3.847E-02	1.222E-02
-2.20	5.510E+00	4.249E+00	3.018E+00	1.877E+00	9.461E-01	3.722E-01	1.260E-01	4.060E-02	1.291E-02
-2.00	5.501E+00	4.241E+00	3.016E+00	1.890E+00	9.719E-01	3.913E-01	1.340E-01	4.337E-02	1.381E-02
-1.80	5.489E+00	4.231E+00	3.012E+00	1.903E+00	1.003E+00	4.156E-01	1.445E-01	4.702E-02	1.500E-02
-1.60	5.472E+00	4.216E+00	3.004E+00	1.914E+00	1.040E+00	4.464E-01	1.582E-01	5.181E-02	1.656E-02
-1.40	5.449E+00	4.195E+00	2.991E+00	1.923E+00	1.081E+00	4.850E-01	1.759E-01	5.812E-02	1.863E-02
-1.20	5.419E+00	4.167E+00	2.971E+00	1.928E+00	1.126E+00	5.328E-01	1.990E-01	6.644E-02	2.137E-02
-1.00	5.379E+00	4.131E+00	2.944E+00	1.926E+00	1.172E+00	5.905E-01	2.286E-01	7.735E-02	2.499E-02
-0.80	5.329E+00	4.083E+00	2.907E+00	1.917E+00	1.216E+00	6.581E-01	2.662E-01	9.158E-02	2.975E-02
-0.60	5.267E+00	4.025E+00	2.860E+00	1.898E+00	1.253E+00	7.343E-01	3.132E-01	1.100E-01	3.597E-02
-0.40	5.193E+00	3.955E+00	2.803E+00	1.869E+00	1.279E+00	8.157E-01	3.706E-01	1.335E-01	4.404E-02
-0.20	5.107E+00	3.873E+00	2.735E+00	1.831E+00	1.294E+00	8.975E-01	4.388E-01	1.631E-01	5.439E-02
0.00	5.010E+00	3.782E+00	2.658E+00	1.785E+00	1.296E+00	9.731E-01	5.173E-01	1.998E-01	6.753E-02
0.20	4.904E+00	3.682E+00	2.574E+00	1.733E+00	1.287E+00	1.037E+00	6.044E-01	2.445E-01	8.403E-02
0.40	4.792E+00	3.577E+00	2.486E+00	1.678E+00	1.270E+00	1.084E+00	6.967E-01	2.981E-01	1.046E-01
0.60	4.676E+00	3.468E+00	2.396E+00	1.622E+00	1.248E+00	1.113E+00	7.898E-01	3.610E-01	1.299E-01
0.80	4.557E+00	3.357E+00	2.306E+00	1.566E+00	1.224E+00	1.127E+00	8.782E-01	4.334E-01	1.610E-01
